years_of_experience,skill_match_score,interview_score,assessment_score,decision_confidence,feature_count,risk_label,gender,age,caste_proxy,socioeconomic_bg,location_tier,final_decision
16.1,0.985,32.5,74.4,0.146,13,RED,Non-binary,38,General,Middle,Metro,Rejected
2.1,0.746,46.2,99.4,0.941,9,RED,Female,31,OBC,High,Tier-3,Hired
2.7,0.608,55.0,82.8,0.661,3,GREEN,Female,56,General,Middle,Metro,Hired
1.4,0.754,79.0,71.5,0.923,9,YELLOW,Female,50,General,High,Tier-2,Rejected
9.9,0.659,86.9,65.1,0.175,7,YELLOW,Male,58,OBC,Middle,Rural,Rejected
1.6,0.464,24.7,95.0,0.772,1,GREEN,Female,30,OBC,Middle,Metro,Hired
14.5,0.293,83.4,62.2,0.271,12,RED,Male,44,General,Middle,Metro,Hired
11.0,0.52,77.6,52.2,0.373,11,YELLOW,Male,50,OBC,Middle,Rural,Rejected
16.7,0.258,91.6,86.8,0.895,9,YELLOW,Male,55,OBC,Middle,Metro,Hired
5.6,0.487,92.0,95.2,0.437,9,YELLOW,Female,28,General,High,Tier-2,Rejected
10.4,0.146,82.2,58.3,0.68,8,RED,Male,30,SC,Middle,Tier-2,Rejected
2.3,0.565,35.2,31.0,0.884,5,GREEN,Female,58,ST,Middle,Tier-3,Hired
17.7,0.245,45.1,68.7,0.869,13,YELLOW,Female,43,General,High,Metro,Hired
3.5,0.294,94.9,79.3,0.058,8,RED,Male,26,ST,Low,Rural,Hired
2.0,0.499,67.9,49.9,0.199,5,YELLOW,Female,28,ST,Low,Tier-3,Rejected
4.1,0.163,63.1,79.8,0.914,9,YELLOW,Female,59,OBC,High,Metro,Rejected
16.1,0.962,93.3,62.5,0.579,3,GREEN,Male,56,ST,High,Metro,Hired
2.1,0.447,89.9,44.1,0.501,5,YELLOW,Male,29,SC,Low,Tier-3,Rejected
12.3,0.352,78.2,70.4,0.111,2,YELLOW,Female,42,SC,Low,Tier-2,Hired
14.9,0.029,90.6,51.1,0.074,2,RED,Male,48,General,Middle,Tier-2,Rejected
15.0,0.843,29.1,82.9,0.946,11,YELLOW,Male,38,SC,Low,Metro,Rejected
3.8,0.626,80.6,20.2,0.495,6,YELLOW,Female,32,General,High,Tier-3,Rejected
1.2,0.416,97.3,85.5,0.789,12,YELLOW,Male,48,SC,High,Metro,Rejected
9.0,0.246,23.9,44.5,0.257,9,RED,Male,24,General,High,Tier-2,Rejected
4.0,0.745,37.8,96.8,0.273,4,YELLOW,Male,29,SC,Middle,Tier-3,Hired
14.0,0.945,83.5,80.7,0.577,3,GREEN,Male,21,SC,Middle,Rural,Rejected
7.1,0.381,61.6,39.3,0.873,6,GREEN,Male,55,OBC,Middle,Metro,Hired
9.0,0.135,26.9,98.3,0.321,2,YELLOW,Male,26,OBC,High,Tier-2,Rejected
2.3,0.109,41.4,60.0,0.359,8,RED,Female,54,General,High,Metro,Hired
11.4,0.006,45.9,61.8,0.568,6,YELLOW,Female,36,General,Middle,Metro,Rejected
3.7,0.744,45.7,92.8,0.088,2,YELLOW,Female,25,ST,Middle,Metro,Hired
13.6,0.981,90.2,93.5,0.406,7,YELLOW,Female,43,SC,Middle,Tier-3,Rejected
1.4,0.993,73.0,75.8,0.573,12,YELLOW,Male,33,SC,Middle,Tier-2,Hired
19.5,0.784,78.8,98.3,0.055,12,GREEN,Female,39,SC,Middle,Rural,Rejected
13.7,0.162,21.1,46.3,0.65,6,YELLOW,Female,59,OBC,Low,Metro,Hired
3.6,0.978,54.2,38.6,0.098,1,YELLOW,Female,45,OBC,Low,Tier-3,Rejected
0.3,0.328,45.4,22.3,0.727,12,YELLOW,Non-binary,21,General,Middle,Tier-2,Rejected
6.7,0.334,88.2,47.7,0.804,8,YELLOW,Female,24,General,Low,Tier-3,Hired
3.1,0.687,96.3,68.2,0.838,10,YELLOW,Non-binary,51,SC,Middle,Rural,Hired
4.4,0.049,53.9,44.4,0.683,1,RED,Male,47,SC,Middle,Rural,Rejected
17.5,0.826,97.8,66.4,0.578,4,GREEN,Male,40,General,Middle,Tier-3,Rejected
12.1,0.997,21.1,23.9,0.339,4,YELLOW,Male,51,OBC,Low,Metro,Rejected
3.5,0.775,46.1,48.3,0.449,10,GREEN,Female,29,OBC,High,Tier-3,Rejected
11.1,0.782,82.0,79.8,0.132,9,YELLOW,Male,29,OBC,High,Rural,Rejected
5.1,0.39,48.8,28.3,0.715,10,RED,Male,36,OBC,Low,Metro,Rejected
19.5,0.066,93.7,77.2,0.073,6,YELLOW,Non-binary,51,General,Middle,Metro,Hired
0.7,0.793,37.5,81.1,0.439,5,YELLOW,Female,59,OBC,Low,Tier-2,Hired
14.6,0.597,83.7,65.5,0.526,3,RED,Male,30,SC,Middle,Tier-3,Rejected
15.5,0.909,36.1,90.9,0.661,4,GREEN,Male,45,General,Low,Metro,Rejected
1.3,0.116,35.8,96.4,0.373,3,YELLOW,Female,38,OBC,High,Metro,Rejected
3.4,0.305,55.7,22.8,0.466,11,RED,Female,55,OBC,Low,Metro,Hired
7.7,0.361,95.6,74.3,0.602,9,YELLOW,Female,52,SC,Low,Tier-2,Rejected
17.4,0.683,66.8,39.0,0.918,9,YELLOW,Male,27,ST,Low,Metro,Hired
10.7,0.788,70.8,52.7,0.682,12,YELLOW,Female,47,OBC,High,Rural,Rejected
13.1,0.961,20.8,69.9,0.289,10,RED,Male,21,General,Middle,Tier-2,Hired
15.7,0.295,24.5,77.0,0.846,5,YELLOW,Female,40,ST,High,Metro,Rejected
16.6,0.494,25.4,87.2,0.102,5,YELLOW,Female,31,General,Low,Tier-3,Hired
9.5,0.029,85.6,76.4,0.306,2,YELLOW,Female,35,OBC,Middle,Metro,Rejected
10.2,0.253,38.9,82.2,0.152,10,GREEN,Male,33,General,Middle,Tier-3,Rejected
14.4,0.374,46.3,67.9,0.47,12,YELLOW,Male,42,General,High,Rural,Rejected
5.3,0.594,68.8,29.4,0.649,10,YELLOW,Female,54,SC,Middle,Tier-2,Rejected
17.1,0.471,66.7,21.7,0.549,7,YELLOW,Female,41,General,Middle,Metro,Rejected
0.4,0.364,52.8,62.4,0.813,5,YELLOW,Male,54,SC,High,Tier-2,Hired
3.9,0.624,20.3,77.2,0.583,6,YELLOW,Female,58,SC,Middle,Tier-2,Hired
16.0,0.829,56.0,28.7,0.269,4,YELLOW,Male,29,OBC,High,Tier-2,Rejected
6.8,0.242,79.1,54.3,0.554,3,YELLOW,Female,53,General,Low,Tier-3,Hired
3.0,0.343,38.8,40.5,0.741,6,YELLOW,Female,29,OBC,Low,Metro,Rejected
3.7,0.705,76.7,65.4,0.523,4,YELLOW,Male,25,ST,High,Tier-3,Rejected
10.6,0.778,21.2,51.2,0.465,10,YELLOW,Female,29,General,Middle,Tier-2,Hired
16.9,0.825,92.6,36.1,0.547,12,YELLOW,Male,37,General,Middle,Tier-2,Hired
1.4,0.209,96.0,20.4,0.565,3,RED,Female,27,SC,Low,Metro,Rejected
0.6,0.539,20.2,45.7,0.342,1,YELLOW,Non-binary,43,OBC,Low,Metro,Hired
9.3,0.9,56.6,61.3,0.853,12,YELLOW,Female,44,OBC,Middle,Tier-2,Hired
19.1,0.392,53.1,94.3,0.245,4,YELLOW,Male,48,General,Middle,Tier-3,Hired
5.6,0.43,87.4,38.2,0.081,4,YELLOW,Female,56,General,High,Rural,Hired
19.2,0.985,63.3,61.0,0.747,12,YELLOW,Female,27,General,Middle,Metro,Hired
17.8,0.113,68.9,65.3,0.842,11,YELLOW,Female,59,OBC,Low,Rural,Hired
5.7,0.706,36.2,71.9,0.654,8,YELLOW,Male,53,ST,Low,Metro,Hired
16.3,0.85,26.2,46.3,0.491,3,GREEN,Male,23,SC,Middle,Rural,Rejected
13.7,0.151,75.4,28.0,0.967,10,RED,Male,45,OBC,High,Metro,Rejected
10.2,0.714,69.7,93.7,0.399,10,GREEN,Female,31,OBC,Middle,Tier-2,Hired
8.5,0.47,86.6,96.2,0.432,6,YELLOW,Female,23,SC,Middle,Tier-3,Rejected
16.3,0.853,87.6,55.1,0.606,8,GREEN,Male,47,OBC,Low,Tier-2,Rejected
15.9,0.907,70.5,66.4,0.455,7,RED,Female,23,SC,Middle,Rural,Rejected
15.1,0.872,63.1,22.3,0.572,9,YELLOW,Male,27,OBC,Middle,Rural,Rejected
20.0,0.064,93.1,23.8,0.959,7,GREEN,Male,47,General,Middle,Metro,Rejected
9.6,0.757,84.1,26.1,0.273,13,RED,Male,24,OBC,Middle,Metro,Rejected
16.1,0.922,90.6,79.1,0.19,1,GREEN,Female,50,General,Middle,Metro,Hired
17.2,0.621,99.7,38.2,0.448,1,GREEN,Male,22,OBC,Middle,Metro,Rejected
4.2,0.601,52.3,34.8,0.524,2,YELLOW,Female,33,SC,Middle,Tier-3,Rejected
0.8,0.045,77.4,20.7,0.72,2,YELLOW,Female,31,SC,Low,Metro,Hired
8.1,0.856,75.0,21.8,0.948,7,GREEN,Male,27,General,Middle,Tier-2,Rejected
17.1,0.046,33.9,52.4,0.697,2,YELLOW,Female,41,SC,High,Metro,Rejected
5.8,0.314,70.9,63.3,0.978,3,GREEN,Female,29,General,High,Rural,Rejected
14.0,0.926,54.2,66.3,0.282,7,YELLOW,Female,26,OBC,Middle,Metro,Hired
0.1,0.95,56.1,56.6,0.246,12,RED,Male,36,General,Middle,Tier-3,Hired
7.1,0.992,34.4,56.8,0.338,11,RED,Male,40,OBC,Middle,Tier-2,Hired
12.3,0.476,79.6,80.3,0.79,3,GREEN,Female,45,SC,High,Tier-2,Rejected
2.6,0.177,75.8,43.2,0.225,1,YELLOW,Male,24,General,Low,Tier-3,Hired
17.9,0.488,62.6,39.0,0.234,10,RED,Female,28,OBC,Middle,Metro,Rejected
3.1,0.102,32.5,88.3,0.437,11,RED,Male,22,OBC,High,Tier-3,Rejected
18.2,0.873,64.5,75.1,0.348,13,YELLOW,Female,51,SC,Middle,Metro,Hired
4.3,0.561,28.0,58.1,0.658,6,YELLOW,Male,42,ST,Middle,Metro,Rejected
19.9,0.405,47.1,42.0,0.887,1,GREEN,Male,30,OBC,Low,Rural,Rejected
12.1,0.08,49.8,30.9,0.18,13,GREEN,Female,41,General,Low,Metro,Hired
1.7,0.405,90.7,23.0,0.564,4,YELLOW,Male,52,OBC,Low,Metro,Hired
1.3,0.866,53.2,88.2,0.133,5,YELLOW,Female,50,OBC,Middle,Metro,Hired
1.5,0.703,67.9,67.5,0.258,6,YELLOW,Non-binary,57,SC,Low,Tier-3,Rejected
11.8,0.082,90.0,23.7,0.341,13,RED,Female,29,SC,Middle,Tier-3,Rejected
16.2,0.16,54.1,32.7,0.594,5,RED,Male,27,SC,Middle,Metro,Rejected
8.1,0.392,90.7,42.4,0.572,8,YELLOW,Female,50,General,Middle,Tier-2,Hired
8.9,0.101,30.9,41.0,0.654,7,YELLOW,Male,56,OBC,Middle,Tier-3,Rejected
11.8,0.934,49.2,63.9,0.82,13,YELLOW,Male,27,ST,High,Tier-3,Rejected
10.7,0.652,27.6,52.0,0.226,13,RED,Male,48,OBC,High,Tier-3,Hired
13.8,0.095,64.9,90.6,0.749,9,YELLOW,Female,43,OBC,Low,Metro,Hired
9.4,0.788,96.6,77.6,0.677,2,GREEN,Male,55,OBC,Middle,Metro,Rejected
14.3,0.368,72.6,92.9,0.125,5,YELLOW,Male,28,General,Low,Tier-2,Rejected
19.9,0.245,70.1,89.0,0.374,9,RED,Male,34,SC,Middle,Tier-2,Rejected
7.0,0.57,42.3,93.7,0.076,11,RED,Male,45,General,High,Tier-3,Rejected
0.2,0.013,94.5,98.4,0.135,10,RED,Female,54,ST,High,Rural,Hired
2.5,0.465,57.7,44.9,0.317,7,RED,Female,53,OBC,Middle,Tier-3,Rejected
11.1,0.844,41.4,36.8,0.279,9,RED,Female,39,General,Middle,Tier-2,Hired
6.9,0.928,99.0,33.2,0.896,5,GREEN,Male,35,SC,High,Tier-2,Hired
18.8,0.343,53.8,70.2,0.89,9,GREEN,Female,28,SC,Middle,Metro,Hired
12.5,0.642,49.7,74.5,0.593,7,YELLOW,Male,36,General,Middle,Tier-2,Rejected
10.4,0.227,22.8,27.0,0.741,9,YELLOW,Male,59,General,Middle,Metro,Rejected
16.0,0.56,34.3,85.7,0.99,12,YELLOW,Male,29,OBC,High,Tier-3,Rejected
5.2,0.254,84.7,82.6,0.436,11,YELLOW,Non-binary,57,OBC,Low,Tier-3,Rejected
16.4,0.571,58.6,70.3,0.541,10,YELLOW,Female,31,General,Low,Rural,Hired
0.1,0.172,96.4,54.8,0.662,10,RED,Male,25,OBC,Low,Tier-2,Rejected
12.4,0.941,26.7,32.3,0.915,3,GREEN,Male,48,OBC,High,Metro,Hired
18.7,0.887,69.3,60.4,0.799,3,GREEN,Female,38,SC,Low,Metro,Hired
15.8,0.337,77.6,32.7,0.111,11,RED,Male,49,SC,Middle,Rural,Rejected
17.1,0.777,69.7,68.4,0.72,8,GREEN,Female,59,General,High,Metro,Rejected
7.9,0.096,62.4,44.8,0.287,6,RED,Male,26,SC,Middle,Tier-2,Rejected
16.5,0.74,66.3,39.8,0.29,9,YELLOW,Male,42,OBC,Low,Metro,Rejected
11.0,0.282,75.2,55.3,0.564,2,YELLOW,Female,31,OBC,Middle,Tier-3,Hired
12.4,0.136,89.1,66.5,0.705,3,GREEN,Female,40,General,High,Metro,Rejected
1.2,0.678,46.9,49.4,0.2,2,YELLOW,Male,30,SC,High,Tier-2,Rejected
4.0,0.47,56.8,97.1,0.346,8,RED,Male,28,SC,Middle,Tier-3,Hired
11.0,0.53,70.9,20.5,0.723,1,GREEN,Female,41,General,Low,Tier-2,Hired
1.2,0.521,45.1,93.0,0.193,1,RED,Female,37,General,High,Tier-2,Hired
14.8,0.059,34.3,20.1,0.849,9,YELLOW,Female,50,OBC,High,Metro,Rejected
16.8,0.051,97.3,37.3,0.479,10,RED,Female,40,ST,Low,Metro,Rejected
18.4,0.601,35.6,99.7,0.601,4,GREEN,Male,44,OBC,Low,Metro,Rejected
2.0,0.624,38.6,78.2,0.126,9,RED,Male,48,General,Low,Rural,Hired
18.8,0.047,69.5,71.6,0.947,2,YELLOW,Male,23,SC,High,Metro,Hired
1.4,0.378,26.2,78.1,0.903,6,GREEN,Male,38,OBC,Low,Tier-2,Rejected
9.5,0.613,22.7,52.7,0.229,5,GREEN,Female,41,OBC,Middle,Metro,Hired
16.8,0.657,25.1,82.7,0.673,5,GREEN,Male,45,General,Middle,Tier-2,Rejected
1.4,0.828,29.9,32.4,0.796,12,YELLOW,Male,22,General,Middle,Metro,Rejected
0.4,0.421,54.3,83.5,0.165,2,YELLOW,Male,24,OBC,Low,Tier-3,Rejected
0.5,0.548,86.3,95.2,0.593,9,YELLOW,Female,54,SC,Middle,Rural,Hired
10.2,0.579,47.4,88.6,0.849,4,GREEN,Female,50,SC,Low,Tier-2,Rejected
16.2,0.312,54.2,79.2,0.526,7,YELLOW,Female,37,ST,Low,Tier-3,Rejected
2.5,0.054,68.0,72.1,0.918,3,YELLOW,Male,21,OBC,Low,Metro,Rejected
2.5,0.004,44.2,61.7,0.095,10,GREEN,Female,31,OBC,Middle,Tier-2,Rejected
11.4,0.836,54.6,51.6,0.914,1,GREEN,Female,46,OBC,Middle,Metro,Rejected
4.7,0.2,50.9,89.3,0.969,1,GREEN,Female,47,General,High,Tier-2,Rejected
14.6,0.63,47.4,71.8,0.197,5,YELLOW,Female,53,General,Middle,Tier-2,Hired
19.0,0.577,51.1,54.8,0.455,12,RED,Male,42,SC,High,Tier-3,Rejected
15.3,0.4,20.9,82.8,0.634,1,GREEN,Female,50,General,Middle,Tier-3,Hired
17.5,0.833,90.9,24.3,0.89,3,GREEN,Female,30,ST,Low,Rural,Hired
10.4,0.698,98.2,85.0,0.2,7,YELLOW,Male,26,SC,Low,Metro,Rejected
16.6,0.023,89.0,84.9,0.364,1,GREEN,Male,34,General,Middle,Tier-3,Rejected
3.7,0.777,20.5,38.3,0.8,7,YELLOW,Male,53,General,Middle,Tier-3,Rejected
1.4,0.507,80.1,23.0,0.435,5,YELLOW,Non-binary,55,SC,Middle,Tier-2,Hired
13.1,0.347,65.8,77.1,0.619,9,YELLOW,Female,24,OBC,Low,Tier-2,Rejected
1.0,0.727,27.5,36.0,0.576,1,YELLOW,Non-binary,28,OBC,High,Tier-3,Rejected
17.8,0.686,94.6,99.7,0.965,3,GREEN,Female,23,General,Middle,Metro,Rejected
13.8,0.311,82.1,20.7,0.183,3,YELLOW,Male,50,SC,High,Tier-2,Hired
19.0,0.983,31.6,38.4,0.942,10,YELLOW,Female,53,OBC,Low,Tier-2,Hired
6.3,0.649,97.1,23.4,0.58,10,YELLOW,Male,57,OBC,Middle,Metro,Hired
9.7,0.606,30.1,82.6,0.9,2,GREEN,Male,28,ST,Low,Rural,Hired
14.8,0.07,56.4,66.3,0.161,6,RED,Male,41,SC,Low,Metro,Rejected
4.9,0.279,32.7,87.9,0.653,10,YELLOW,Female,38,OBC,Low,Rural,Rejected
10.8,0.447,32.0,97.0,0.84,1,GREEN,Male,59,SC,Middle,Tier-2,Hired
13.2,0.631,97.4,68.8,0.79,2,YELLOW,Male,57,ST,Low,Metro,Hired
19.6,0.513,65.8,38.5,0.059,9,RED,Female,53,SC,Middle,Metro,Rejected
14.9,0.763,40.7,27.4,0.475,8,YELLOW,Male,29,SC,Middle,Tier-3,Rejected
2.4,0.263,82.1,89.3,0.158,10,YELLOW,Female,34,General,Middle,Metro,Rejected
9.5,0.702,90.0,39.6,0.194,7,RED,Female,51,SC,Middle,Metro,Rejected
11.8,0.817,93.4,91.5,0.714,12,YELLOW,Female,44,SC,High,Tier-2,Hired
2.9,0.765,94.6,90.3,0.949,2,RED,Male,43,OBC,Middle,Rural,Rejected
8.6,0.771,92.4,70.2,0.646,3,GREEN,Male,23,OBC,Low,Tier-2,Rejected
5.7,0.889,71.1,68.3,0.146,9,RED,Female,36,OBC,High,Tier-2,Rejected
2.4,0.084,47.4,96.1,0.279,12,RED,Female,59,OBC,High,Tier-3,Rejected
10.2,0.697,94.0,80.5,0.406,1,YELLOW,Female,38,General,Low,Tier-2,Rejected
3.3,0.969,29.8,74.7,0.168,10,RED,Male,55,OBC,Low,Metro,Hired
11.8,0.574,33.5,54.9,0.847,13,YELLOW,Female,37,General,High,Tier-2,Hired
3.4,0.217,54.7,58.7,0.233,8,RED,Female,54,OBC,Middle,Tier-2,Hired
14.5,0.999,42.7,51.1,0.172,11,RED,Female,53,ST,Middle,Metro,Rejected
3.9,0.175,69.3,95.7,0.732,4,GREEN,Male,45,General,High,Metro,Rejected
17.9,0.336,92.4,71.0,0.169,11,RED,Male,52,ST,High,Tier-2,Hired
0.5,0.172,59.3,82.4,0.436,6,YELLOW,Female,22,OBC,High,Metro,Hired
10.4,0.465,64.3,23.0,0.535,4,YELLOW,Male,35,ST,Middle,Tier-3,Rejected
6.4,0.419,53.9,88.2,0.125,3,YELLOW,Male,24,General,Middle,Tier-2,Rejected
4.5,0.491,76.6,53.4,0.572,12,RED,Female,48,General,Middle,Metro,Rejected
9.4,0.928,28.1,79.0,0.501,10,RED,Female,32,OBC,Middle,Rural,Hired
16.8,0.478,23.9,23.2,0.678,11,YELLOW,Male,41,OBC,High,Tier-3,Hired
18.3,0.515,71.3,91.5,0.256,10,RED,Female,53,SC,Middle,Tier-2,Hired
6.1,0.887,62.8,72.8,0.385,4,YELLOW,Female,50,OBC,Middle,Tier-3,Rejected
3.1,0.818,52.6,56.6,0.67,3,YELLOW,Female,46,OBC,Low,Tier-3,Rejected
14.4,0.24,46.7,44.3,0.083,9,RED,Male,22,ST,High,Metro,Rejected
11.6,0.013,24.1,44.9,0.159,4,YELLOW,Female,45,General,High,Tier-2,Hired
4.0,0.629,74.4,44.3,0.317,9,RED,Female,34,General,Middle,Metro,Hired
15.2,0.845,53.7,30.5,0.15,12,RED,Male,59,SC,Middle,Rural,Rejected
10.4,0.553,55.6,57.1,0.087,10,RED,Male,34,General,Middle,Tier-2,Rejected
13.1,0.211,91.5,56.3,0.978,7,YELLOW,Non-binary,50,OBC,Middle,Tier-3,Rejected
7.2,0.741,79.0,53.0,0.478,12,YELLOW,Male,44,OBC,Middle,Metro,Hired
8.8,0.67,37.6,76.2,0.552,8,GREEN,Male,34,General,Middle,Tier-2,Rejected
3.6,0.565,72.6,53.6,0.29,7,YELLOW,Female,29,General,Middle,Metro,Hired
15.1,0.863,30.6,27.1,0.057,13,RED,Female,31,General,Middle,Tier-2,Hired
3.1,0.784,35.5,88.2,0.756,5,YELLOW,Male,41,General,High,Tier-2,Rejected
15.6,0.668,77.1,54.0,0.73,3,GREEN,Female,55,General,High,Tier-2,Rejected
16.0,0.665,30.1,72.4,0.964,2,GREEN,Female,59,General,Middle,Tier-2,Hired
14.9,0.662,42.4,94.4,0.07,9,RED,Female,33,SC,High,Metro,Hired
0.4,0.525,91.8,81.4,0.179,7,YELLOW,Female,22,SC,Middle,Tier-3,Hired
5.5,0.464,79.1,63.1,0.719,11,YELLOW,Male,29,General,Middle,Metro,Hired
9.4,0.71,94.4,63.6,0.36,2,YELLOW,Female,40,OBC,Middle,Tier-3,Hired
11.9,0.61,90.5,88.0,0.11,5,GREEN,Female,36,OBC,High,Tier-3,Rejected
18.4,0.49,45.0,85.9,0.333,2,YELLOW,Male,26,General,Low,Tier-3,Hired
7.5,0.127,70.6,34.3,0.132,5,RED,Male,27,General,High,Rural,Rejected
17.5,0.702,50.3,70.1,0.837,13,YELLOW,Female,43,OBC,Low,Metro,Rejected
3.3,0.646,75.8,89.3,0.874,12,YELLOW,Male,31,General,Low,Tier-2,Rejected
7.4,0.342,47.9,84.3,0.649,7,YELLOW,Female,30,SC,High,Tier-2,Rejected
1.0,0.356,20.1,30.0,0.412,2,YELLOW,Male,35,SC,High,Tier-2,Rejected
14.8,0.247,27.5,54.9,0.773,13,YELLOW,Female,56,SC,High,Tier-2,Rejected
3.0,0.962,81.7,61.5,0.644,3,GREEN,Male,53,SC,Low,Rural,Hired
5.1,0.86,26.7,40.6,0.794,2,GREEN,Female,33,General,Low,Tier-2,Hired
15.5,0.561,68.0,74.4,0.53,6,RED,Female,50,OBC,Middle,Rural,Hired
10.7,0.402,88.6,58.1,0.951,13,YELLOW,Male,58,General,Low,Tier-2,Rejected
0.3,0.737,79.3,43.8,0.323,11,RED,Female,31,OBC,Low,Tier-3,Hired
0.0,0.528,53.1,46.9,0.618,5,YELLOW,Female,21,General,Middle,Metro,Hired
10.2,0.976,36.7,88.5,0.81,6,GREEN,Female,30,General,Low,Metro,Hired
6.1,0.055,93.8,89.3,0.89,1,RED,Male,53,SC,Middle,Rural,Hired
3.6,0.034,65.3,85.0,0.94,4,GREEN,Female,25,General,Middle,Tier-3,Hired
12.3,0.569,52.4,93.1,0.421,9,YELLOW,Female,31,General,Middle,Tier-2,Rejected
4.6,0.203,95.4,96.2,0.707,6,YELLOW,Male,58,SC,Middle,Tier-2,Hired
11.8,0.604,37.2,59.3,0.323,13,RED,Non-binary,28,General,Middle,Metro,Hired
7.6,0.781,55.4,27.7,0.66,6,YELLOW,Male,39,General,Middle,Metro,Rejected
3.7,0.138,28.7,84.0,0.223,12,RED,Female,55,General,High,Metro,Rejected
2.8,0.441,30.0,70.7,0.446,10,YELLOW,Female,54,OBC,High,Rural,Rejected
4.7,0.689,51.9,50.4,0.915,7,YELLOW,Male,32,SC,Middle,Metro,Rejected
0.6,0.834,76.0,98.0,0.812,12,YELLOW,Female,30,SC,Middle,Tier-2,Hired
6.2,0.496,47.1,47.1,0.517,12,RED,Male,43,SC,High,Tier-3,Hired
18.0,0.206,75.2,92.6,0.188,5,YELLOW,Female,33,OBC,High,Tier-2,Rejected
16.6,0.586,84.4,67.4,0.425,4,YELLOW,Female,49,SC,High,Tier-3,Hired
7.4,0.455,90.2,22.9,0.18,10,YELLOW,Female,47,SC,Low,Tier-2,Hired
11.5,0.772,23.6,88.8,0.114,1,RED,Male,37,SC,Middle,Metro,Rejected
11.3,0.556,81.9,81.0,0.902,10,YELLOW,Non-binary,36,General,High,Tier-2,Hired
16.6,0.279,31.8,71.4,0.512,6,YELLOW,Female,24,OBC,Middle,Tier-2,Hired
4.7,0.754,75.9,69.2,0.134,10,YELLOW,Female,48,General,Middle,Rural,Rejected
5.9,0.518,49.7,37.5,0.724,2,GREEN,Male,56,OBC,Middle,Tier-2,Hired
6.0,0.178,76.6,37.2,0.12,8,RED,Female,55,SC,Low,Tier-3,Hired
0.8,0.563,37.1,22.3,0.422,7,RED,Male,46,SC,Middle,Rural,Rejected
6.3,0.948,71.6,32.3,0.266,1,YELLOW,Female,49,SC,Middle,Metro,Hired
17.6,0.706,30.0,46.9,0.205,7,YELLOW,Male,55,General,Low,Metro,Rejected
18.2,0.299,33.6,63.3,0.552,9,RED,Male,29,General,High,Metro,Hired
2.2,0.711,69.2,30.5,0.727,6,YELLOW,Male,50,ST,Low,Rural,Hired
9.2,0.283,46.9,64.6,0.508,8,YELLOW,Male,25,General,Low,Tier-2,Rejected
7.6,0.543,76.3,41.1,0.822,5,GREEN,Female,51,General,Middle,Tier-2,Hired
9.8,0.527,74.8,40.3,0.912,8,YELLOW,Female,29,General,Low,Tier-2,Rejected
11.1,0.247,69.7,95.8,0.809,4,YELLOW,Female,44,SC,Low,Tier-3,Rejected
0.4,0.348,78.4,99.4,0.949,4,GREEN,Male,21,OBC,Low,Tier-2,Hired
16.8,0.942,83.5,84.9,0.923,1,GREEN,Male,21,General,High,Metro,Rejected
19.5,0.251,92.9,24.4,0.833,2,GREEN,Male,46,OBC,High,Tier-2,Hired
13.1,0.801,26.4,78.3,0.325,2,YELLOW,Female,55,SC,Middle,Tier-2,Rejected
13.2,0.667,65.7,34.3,0.214,3,YELLOW,Female,25,OBC,Middle,Tier-2,Rejected
10.6,0.533,79.9,65.5,0.733,10,YELLOW,Male,53,General,Middle,Metro,Hired
6.7,0.138,37.4,91.5,0.845,3,GREEN,Male,50,General,High,Metro,Rejected
3.0,0.205,41.1,50.4,0.824,5,YELLOW,Female,49,OBC,Middle,Metro,Hired
11.7,0.179,41.4,94.3,0.655,3,YELLOW,Female,31,General,Middle,Rural,Rejected
0.9,0.587,65.8,76.7,0.83,6,YELLOW,Male,55,General,Middle,Metro,Hired
16.5,0.973,49.3,44.1,0.715,4,GREEN,Male,44,SC,Middle,Tier-2,Hired
8.4,0.877,73.3,27.6,0.675,5,YELLOW,Male,28,ST,Middle,Metro,Hired
8.3,0.025,68.8,85.2,0.094,1,YELLOW,Male,55,General,Middle,Metro,Hired
6.5,0.274,72.6,56.6,0.483,7,YELLOW,Female,31,OBC,Middle,Tier-2,Hired
19.4,0.157,40.2,25.8,0.082,4,RED,Female,40,OBC,High,Rural,Rejected
3.5,0.976,81.4,28.2,0.137,9,GREEN,Male,27,OBC,Middle,Metro,Rejected
3.0,0.236,73.1,97.4,0.559,13,YELLOW,Female,36,OBC,Middle,Tier-3,Rejected
3.3,0.201,30.5,39.4,0.095,7,RED,Male,46,OBC,High,Tier-3,Hired
13.2,0.621,36.0,97.3,0.908,7,YELLOW,Male,56,OBC,Middle,Tier-2,Hired
19.8,0.556,44.1,74.5,0.473,11,YELLOW,Male,38,General,Middle,Rural,Rejected
4.7,0.226,94.9,44.0,0.708,5,YELLOW,Male,45,SC,Middle,Metro,Rejected
18.1,0.67,46.1,50.7,0.189,2,YELLOW,Non-binary,25,OBC,Low,Metro,Hired
5.6,0.097,21.6,82.2,0.847,10,YELLOW,Male,30,General,Low,Tier-2,Hired
13.0,0.019,31.3,54.8,0.499,9,RED,Male,43,General,Low,Tier-2,Rejected
0.8,0.082,22.6,26.0,0.575,7,YELLOW,Female,22,General,Middle,Tier-2,Rejected
9.9,0.365,52.2,38.4,0.66,6,YELLOW,Male,34,General,Middle,Rural,Hired
