years_of_experience,skill_match_score,assessment_score,interview_score,decision_confidence,feature_count,institution_tier,career_gap_months,applicant_surname,emotion_score,home_district,caste_indicator,risk_label
1.1,0.853,81.7,9.5,0.867,9,4,0,Singh,0.504,Mumbai Suburban,OBC,GREEN
11.5,0.33,27.3,4.4,0.321,9,4,0,Paswan,0.575,Mumbai Suburban,General,YELLOW
9.5,0.643,61.7,4.8,0.512,12,2,0,Munda,0.631,Pune,General,GREEN
1.5,0.857,91.1,7.5,0.785,7,3,0,Singh,0.883,Bengaluru Urban,General,GREEN
5.3,0.784,70.8,5.3,0.573,6,3,0,Verma,0.424,Mumbai Suburban,OBC,GREEN
0.6,0.721,68.5,8.5,0.747,3,3,0,Ansari,0.928,Gaya,OBC,GREEN
2.1,0.566,57.4,3.8,0.477,5,1,0,Banerjee,0.62,Pune,SC,GREEN
4.6,0.412,53.7,3.1,0.371,7,3,13,Yadav,0.924,Kalahandi,General,RED
2.2,0.732,75.5,6.9,0.722,5,4,0,Banerjee,0.76,Mumbai Suburban,SC,GREEN
3.2,0.26,34.3,2.7,0.309,6,3,0,Yadav,0.782,Pune,SC,YELLOW
1.7,0.655,67.0,5.5,0.73,9,4,0,Singh,0.226,Pune,General,GREEN
0.6,0.591,76.9,5.7,0.568,4,3,0,Menon,0.62,Hyderabad,SC,GREEN
9.6,0.755,80.9,7.3,0.823,5,4,0,Meena,0.412,Mewat,General,GREEN
0.3,0.483,46.6,7.1,0.602,4,3,0,Deshmukh,0.823,Bengaluru Urban,OBC,GREEN
6.0,0.727,67.8,7.8,0.689,7,4,0,Yadav,0.6,Mewat,OBC,GREEN
2.9,0.312,48.1,6.2,0.481,6,3,36,Verma,0.73,Mumbai Suburban,OBC,YELLOW
9.8,0.376,37.3,5.1,0.397,6,4,6,Patil,0.818,Bengaluru Urban,OBC,GREEN
2.9,0.783,59.0,6.9,0.697,3,3,0,Banerjee,0.952,Bastar,OBC,GREEN
4.0,0.647,67.7,5.7,0.707,7,4,0,Menon,0.739,Gaya,OBC,GREEN
3.1,0.726,73.8,4.9,0.682,3,3,1,Khan,0.4,Pune,ST,GREEN
5.7,0.935,95.0,9.1,0.957,3,2,0,Paswan,0.796,Gaya,OBC,GREEN
1.2,0.62,75.4,7.1,0.673,5,3,7,Deshmukh,0.786,Pune,General,GREEN
2.1,0.811,87.6,9.5,0.805,3,4,0,Patil,0.931,Gaya,OBC,GREEN
9.3,0.613,94.5,7.2,0.749,9,4,36,Das,0.882,Kalahandi,SC,YELLOW
6.2,0.75,87.8,8.4,0.883,10,3,0,Khan,0.574,Bastar,General,GREEN
4.6,0.698,71.3,4.2,0.534,5,3,6,Banerjee,0.44,Pune,OBC,GREEN
4.1,0.691,78.4,7.8,0.699,3,3,0,Ansari,0.762,Bengaluru Urban,SC,GREEN
2.4,0.897,95.8,8.7,0.915,6,3,0,Gupta,0.856,Pune,OBC,GREEN
2.8,0.503,58.0,4.7,0.468,3,4,0,Menon,0.792,Mumbai Suburban,General,GREEN
4.6,0.846,68.9,8.0,0.739,6,3,0,Paswan,0.716,Kalahandi,OBC,GREEN
6.6,0.521,57.6,7.5,0.594,5,2,0,Verma,0.728,Kalahandi,OBC,GREEN
4.6,0.67,49.0,5.4,0.498,6,3,0,Ansari,0.68,Mumbai Suburban,General,GREEN
6.5,0.46,45.8,5.6,0.444,3,1,0,Sharma,0.743,Hyderabad,OBC,GREEN
5.5,0.672,54.6,7.1,0.678,4,3,0,Yadav,0.734,Pune,SC,GREEN
2.4,0.417,34.6,1.1,0.226,7,3,4,Patil,0.351,Mewat,OBC,RED
2.1,0.835,93.6,9.2,0.817,3,3,9,Verma,0.741,Bastar,OBC,GREEN
0.7,0.262,34.9,0.0,0.172,8,4,0,Banerjee,0.698,Kalahandi,OBC,RED
5.8,0.787,93.9,10.0,0.945,8,4,0,Deshmukh,0.793,Hyderabad,General,GREEN
7.4,0.831,86.1,8.3,0.831,7,3,0,Sharma,0.819,Mumbai Suburban,OBC,GREEN
3.2,0.175,40.4,4.7,0.326,10,3,34,Khan,0.761,Mumbai Suburban,General,RED
0.9,0.405,44.9,6.6,0.507,8,4,0,Gupta,0.868,Hyderabad,SC,GREEN
1.0,0.722,70.1,6.9,0.617,8,3,0,Das,0.726,Pune,SC,GREEN
1.4,0.204,19.1,2.1,0.226,7,2,0,Meena,0.797,Kalahandi,OBC,YELLOW
2.0,0.246,20.4,3.2,0.276,3,4,0,Das,0.57,Bengaluru Urban,OBC,YELLOW
2.3,0.235,27.2,5.7,0.339,7,3,0,Paswan,0.853,Mumbai Suburban,General,YELLOW
3.6,0.663,61.5,6.8,0.703,7,4,0,Verma,0.7,Mewat,OBC,GREEN
12.1,0.696,54.1,7.4,0.603,5,4,0,Kumar,0.838,Bastar,ST,YELLOW
5.4,0.823,80.6,6.1,0.803,6,2,3,Khan,0.576,Gaya,General,GREEN
8.7,0.709,72.3,6.2,0.692,6,3,1,Gupta,0.77,Mewat,SC,GREEN
1.4,0.572,68.7,5.5,0.586,6,3,0,Deshmukh,0.703,Gaya,OBC,YELLOW
1.8,0.581,52.4,9.1,0.671,9,4,22,Ansari,0.561,Bengaluru Urban,ST,GREEN
3.7,0.636,61.4,9.7,0.735,6,4,0,Patil,0.749,Mumbai Suburban,SC,GREEN
4.7,0.923,95.0,10.0,1.0,8,2,0,Patil,0.946,Bastar,OBC,GREEN
2.1,0.708,76.1,8.1,0.706,5,3,3,Gupta,0.915,Kalahandi,General,GREEN
3.5,0.536,55.9,6.4,0.54,9,2,0,Menon,0.823,Mewat,General,GREEN
10.9,0.925,100.0,8.2,0.967,8,1,0,Banerjee,0.743,Bengaluru Urban,SC,GREEN
2.2,0.49,46.4,7.5,0.538,3,3,0,Khan,0.83,Bengaluru Urban,SC,GREEN
2.4,0.835,74.8,6.7,0.796,5,3,0,Meena,0.771,Bastar,SC,GREEN
1.1,0.601,68.7,5.8,0.708,6,3,0,Kumar,0.678,Bastar,ST,GREEN
9.9,0.571,68.5,7.2,0.639,8,3,0,Munda,0.821,Pune,OBC,GREEN
0.3,0.79,77.8,6.2,0.763,6,3,0,Sharma,0.499,Mewat,General,GREEN
4.1,0.726,71.1,10.0,0.755,12,4,0,Kumar,0.592,Kalahandi,General,GREEN
3.6,0.814,76.7,9.6,0.885,10,4,0,Menon,0.76,Pune,General,GREEN
1.6,0.634,87.1,8.6,0.798,5,2,36,Singh,0.939,Hyderabad,General,GREEN
1.4,0.52,72.3,3.1,0.541,5,3,0,Menon,0.422,Kalahandi,ST,YELLOW
2.1,0.596,70.8,7.9,0.666,4,4,1,Patil,0.684,Bastar,SC,GREEN
1.6,0.632,74.8,6.5,0.594,4,3,0,Kumar,0.288,Bengaluru Urban,OBC,YELLOW
1.3,0.592,65.1,8.3,0.716,4,2,0,Banerjee,0.821,Mumbai Suburban,OBC,GREEN
3.4,0.453,53.6,1.7,0.283,6,3,0,Iyer,0.905,Mumbai Suburban,General,YELLOW
1.5,0.559,43.3,4.9,0.478,9,4,0,Kumar,0.501,Pune,ST,GREEN
4.3,0.398,35.0,5.0,0.463,6,3,3,Deshmukh,0.562,Gaya,OBC,YELLOW
5.2,0.575,65.7,6.3,0.63,8,2,0,Iyer,0.637,Pune,General,GREEN
2.6,0.453,36.8,5.0,0.538,5,3,0,Khan,0.651,Mewat,General,YELLOW
3.4,0.538,50.4,3.1,0.502,8,2,0,Munda,0.913,Kalahandi,General,GREEN
9.8,0.53,64.6,6.1,0.563,4,3,0,Yadav,0.594,Bastar,ST,YELLOW
5.9,0.841,95.8,8.9,0.898,5,2,3,Ansari,0.788,Bengaluru Urban,OBC,GREEN
0.7,0.439,58.3,4.9,0.502,7,3,0,Banerjee,0.501,Mumbai Suburban,SC,GREEN
7.1,0.401,42.9,3.0,0.298,3,4,0,Das,0.42,Kalahandi,OBC,RED
14.2,0.617,74.6,8.1,0.677,6,4,5,Ansari,0.82,Bengaluru Urban,OBC,GREEN
6.8,0.571,54.7,6.0,0.545,3,4,0,Yadav,0.688,Kalahandi,OBC,YELLOW
3.3,0.454,62.4,3.2,0.364,3,4,0,Sharma,0.6,Bastar,OBC,RED
6.2,0.841,68.2,8.5,0.793,7,3,0,Singh,0.481,Bastar,OBC,GREEN
6.1,0.536,59.2,7.9,0.627,8,3,0,Patil,0.603,Bengaluru Urban,OBC,GREEN
7.3,0.838,79.1,8.8,0.753,3,3,0,Kumar,0.535,Bastar,OBC,GREEN
2.8,0.421,48.9,6.0,0.524,7,3,0,Banerjee,0.754,Kalahandi,SC,YELLOW
0.6,0.813,83.0,6.3,0.793,4,4,4,Meena,0.732,Pune,SC,GREEN
2.3,0.753,100.0,8.6,0.882,8,4,25,Munda,0.811,Bengaluru Urban,ST,GREEN
4.2,0.599,74.1,3.9,0.56,7,3,0,Singh,0.948,Hyderabad,General,GREEN
9.2,0.621,52.1,6.9,0.64,6,3,0,Das,0.443,Gaya,SC,GREEN
6.6,0.554,28.7,3.3,0.424,5,2,6,Kumar,0.805,Pune,OBC,GREEN
2.9,0.797,73.3,7.8,0.785,9,4,5,Deshmukh,0.635,Pune,OBC,GREEN
3.4,0.841,89.7,9.2,0.845,5,3,0,Banerjee,0.731,Kalahandi,OBC,GREEN
0.1,0.795,81.9,9.7,0.875,6,4,0,Sharma,0.635,Mumbai Suburban,ST,GREEN
3.6,0.663,65.5,7.9,0.762,5,3,0,Meena,0.74,Bengaluru Urban,OBC,GREEN
0.9,0.527,45.5,6.0,0.498,6,4,0,Sharma,0.378,Mewat,General,RED
14.2,0.631,76.3,8.0,0.836,7,3,6,Khan,0.761,Hyderabad,General,GREEN
1.0,0.209,22.6,4.5,0.269,7,4,0,Kumar,0.76,Mumbai Suburban,OBC,YELLOW
0.1,0.24,22.7,0.6,0.177,8,1,7,Singh,0.838,Mewat,OBC,YELLOW
1.9,0.818,86.8,7.5,0.778,7,2,0,Banerjee,0.607,Mewat,OBC,GREEN
9.0,0.559,71.5,5.3,0.612,10,3,0,Banerjee,0.301,Kalahandi,OBC,RED
3.4,0.399,28.8,6.9,0.372,3,4,0,Patil,0.906,Bastar,General,RED
4.7,0.765,88.3,7.4,0.769,3,4,0,Kumar,0.773,Bastar,OBC,GREEN
1.2,0.425,41.4,7.7,0.482,5,3,1,Yadav,0.609,Gaya,OBC,YELLOW
2.7,0.357,44.8,4.1,0.412,3,2,0,Singh,0.844,Bengaluru Urban,General,GREEN
4.8,0.586,70.2,5.3,0.656,3,4,6,Deshmukh,0.841,Pune,General,GREEN
1.6,0.714,71.6,5.4,0.689,5,2,0,Kumar,0.517,Pune,OBC,GREEN
6.0,0.703,76.0,8.6,0.656,4,3,0,Singh,0.551,Hyderabad,SC,GREEN
2.0,0.666,78.2,6.2,0.791,6,3,1,Paswan,0.952,Mumbai Suburban,ST,GREEN
1.3,0.64,58.1,6.5,0.638,8,4,0,Verma,0.54,Mumbai Suburban,SC,GREEN
5.9,0.52,45.6,5.9,0.483,8,4,0,Ansari,0.921,Bengaluru Urban,OBC,GREEN
1.8,0.638,92.6,7.5,0.779,12,2,15,Verma,0.832,Bengaluru Urban,General,GREEN
4.3,0.53,64.6,8.7,0.691,4,4,0,Paswan,0.696,Bastar,General,GREEN
3.7,0.617,76.6,7.3,0.671,6,3,0,Kumar,0.734,Pune,SC,GREEN
7.1,0.612,59.6,5.7,0.603,8,4,0,Paswan,0.726,Mewat,General,YELLOW
4.0,0.505,39.1,4.4,0.415,6,4,0,Yadav,0.59,Mumbai Suburban,ST,GREEN
5.1,0.538,53.5,8.4,0.617,7,4,2,Yadav,0.824,Pune,OBC,GREEN
0.2,0.473,56.4,4.5,0.461,6,3,4,Deshmukh,0.768,Mumbai Suburban,OBC,GREEN
13.3,0.69,85.6,8.3,0.72,5,4,0,Das,0.606,Bengaluru Urban,OBC,GREEN
5.0,0.575,66.8,6.5,0.638,5,3,1,Paswan,0.729,Bengaluru Urban,OBC,GREEN
3.8,0.525,57.0,6.4,0.608,7,4,0,Meena,0.802,Gaya,SC,YELLOW
0.4,0.502,48.5,7.6,0.608,10,3,0,Verma,0.731,Mewat,General,YELLOW
10.4,0.417,53.2,5.1,0.527,10,4,0,Paswan,0.667,Pune,General,GREEN
3.1,0.649,60.8,8.2,0.709,7,4,0,Gupta,0.616,Bengaluru Urban,General,GREEN
7.7,0.467,56.0,6.4,0.529,7,3,33,Kumar,0.502,Kalahandi,General,RED
2.1,0.735,76.2,7.2,0.781,7,4,4,Munda,0.839,Bengaluru Urban,SC,GREEN
3.1,0.4,59.5,5.2,0.437,8,4,0,Verma,0.693,Bengaluru Urban,OBC,GREEN
0.6,0.624,38.8,5.8,0.486,3,4,0,Yadav,0.751,Bengaluru Urban,SC,GREEN
6.1,0.245,36.0,2.0,0.22,7,3,16,Paswan,0.535,Bengaluru Urban,OBC,RED
3.0,0.339,31.4,4.3,0.415,4,2,4,Khan,0.848,Gaya,OBC,GREEN
8.3,0.91,77.5,10.0,0.942,3,3,0,Verma,0.879,Mumbai Suburban,ST,GREEN
3.5,0.786,91.0,7.4,0.836,6,4,0,Paswan,0.344,Mumbai Suburban,OBC,GREEN
8.7,0.51,54.7,5.6,0.593,3,4,0,Verma,0.594,Pune,OBC,GREEN
9.2,0.455,40.9,4.9,0.407,5,4,0,Banerjee,0.656,Mumbai Suburban,SC,GREEN
3.4,0.355,58.7,3.2,0.438,12,4,14,Gupta,0.599,Mumbai Suburban,ST,YELLOW
1.9,0.365,29.0,0.9,0.242,3,2,0,Yadav,0.571,Mumbai Suburban,ST,GREEN
0.1,0.592,80.3,8.5,0.791,6,3,12,Singh,0.64,Hyderabad,General,GREEN
1.3,0.354,42.3,5.4,0.433,3,3,0,Menon,0.947,Mumbai Suburban,OBC,GREEN
17.7,0.6,63.9,6.9,0.624,11,4,8,Iyer,0.774,Gaya,General,GREEN
2.4,0.571,47.0,7.9,0.637,3,2,0,Menon,0.654,Pune,ST,GREEN
0.2,0.586,56.5,5.6,0.614,6,4,0,Khan,0.264,Pune,General,YELLOW
0.6,0.473,56.1,5.7,0.501,4,4,0,Banerjee,0.88,Kalahandi,General,YELLOW
3.0,0.661,82.7,10.0,0.826,5,4,0,Das,0.724,Mumbai Suburban,OBC,GREEN
1.3,0.771,84.0,6.3,0.694,6,4,6,Gupta,0.924,Kalahandi,OBC,GREEN
3.7,0.645,59.2,6.4,0.501,7,2,1,Khan,0.908,Gaya,SC,GREEN
0.9,0.679,74.9,6.0,0.686,4,4,0,Deshmukh,0.681,Gaya,SC,GREEN
2.9,0.544,62.5,5.4,0.6,3,4,0,Meena,0.984,Mumbai Suburban,ST,GREEN
15.0,0.844,83.3,8.8,0.865,5,3,0,Das,0.861,Hyderabad,ST,GREEN
2.3,0.781,74.0,8.2,0.683,4,4,0,Singh,0.616,Bengaluru Urban,OBC,GREEN
3.1,0.846,86.5,7.4,0.799,9,4,0,Deshmukh,0.514,Bengaluru Urban,SC,GREEN
2.9,0.7,68.7,6.1,0.555,6,3,0,Verma,0.477,Bengaluru Urban,OBC,GREEN
4.1,0.84,90.3,7.7,0.906,3,3,1,Paswan,0.815,Pune,SC,GREEN
5.2,0.745,90.6,9.7,0.819,6,3,6,Gupta,0.597,Kalahandi,OBC,GREEN
4.4,0.509,48.7,6.2,0.601,7,2,0,Kumar,0.747,Bastar,OBC,GREEN
3.8,0.458,60.5,5.1,0.572,5,2,1,Singh,0.933,Pune,OBC,GREEN
2.9,0.764,89.4,8.2,0.781,5,3,7,Banerjee,0.898,Pune,SC,GREEN
6.4,0.248,23.1,3.2,0.21,6,3,2,Patil,0.529,Mewat,General,RED
1.2,0.554,45.2,7.1,0.59,7,4,4,Kumar,0.659,Pune,SC,GREEN
2.1,0.764,87.8,7.6,0.758,10,3,0,Patil,0.549,Mumbai Suburban,General,GREEN
0.6,0.423,40.7,2.3,0.358,5,4,0,Deshmukh,0.626,Pune,General,YELLOW
4.9,0.741,73.5,9.8,0.795,11,4,7,Iyer,0.528,Mewat,SC,GREEN
6.2,0.729,67.8,8.6,0.667,6,4,2,Sharma,0.639,Bengaluru Urban,SC,GREEN
1.4,0.548,58.3,6.5,0.482,11,3,0,Singh,0.82,Bastar,ST,YELLOW
5.4,0.687,70.9,7.0,0.71,9,4,10,Paswan,0.54,Kalahandi,SC,GREEN
1.1,0.118,41.3,3.9,0.279,7,4,11,Gupta,0.869,Hyderabad,OBC,YELLOW
1.0,0.796,95.7,10.0,0.89,9,4,4,Munda,0.861,Pune,OBC,GREEN
4.2,0.57,56.6,6.6,0.633,7,4,0,Meena,0.732,Mumbai Suburban,OBC,GREEN
2.1,0.312,12.5,1.5,0.254,6,3,0,Verma,0.262,Bengaluru Urban,ST,RED
21.4,0.374,43.6,3.7,0.38,5,3,0,Banerjee,0.709,Hyderabad,OBC,GREEN
2.3,0.78,74.9,7.7,0.749,4,3,0,Sharma,0.65,Kalahandi,SC,GREEN
2.7,0.621,79.0,6.8,0.722,4,3,8,Banerjee,0.734,Gaya,General,GREEN
9.5,0.685,73.6,6.8,0.632,8,3,0,Menon,0.712,Pune,General,GREEN
1.5,0.826,94.1,9.2,0.907,4,3,0,Paswan,0.667,Kalahandi,General,GREEN
2.8,0.911,100.0,10.0,0.998,4,4,5,Khan,0.841,Bengaluru Urban,ST,GREEN
8.8,0.745,61.7,10.0,0.821,3,4,0,Munda,0.737,Kalahandi,SC,GREEN
2.3,0.444,37.0,3.6,0.294,10,4,0,Sharma,0.659,Kalahandi,General,RED
0.4,0.465,42.0,4.0,0.39,4,4,0,Paswan,0.702,Gaya,General,RED
9.5,0.62,68.4,8.8,0.684,5,4,36,Kumar,0.572,Mewat,General,YELLOW
3.8,0.552,52.5,4.6,0.517,10,3,0,Iyer,0.95,Mewat,SC,YELLOW
3.5,0.717,83.9,5.9,0.739,4,4,0,Meena,0.573,Bengaluru Urban,OBC,GREEN
10.0,0.323,42.3,2.3,0.4,6,4,0,Das,0.601,Hyderabad,OBC,GREEN
3.7,0.431,43.9,3.0,0.365,5,4,0,Iyer,0.409,Bengaluru Urban,OBC,YELLOW
1.1,0.653,71.9,9.5,0.749,8,4,0,Menon,0.842,Mewat,SC,GREEN
7.1,0.257,19.0,2.9,0.303,11,4,0,Singh,0.783,Hyderabad,ST,YELLOW
2.6,0.387,50.7,4.8,0.473,6,3,0,Gupta,0.747,Pune,SC,GREEN
2.7,0.623,66.0,4.4,0.638,5,2,0,Singh,0.631,Bastar,General,GREEN
15.6,0.315,39.3,5.3,0.427,8,4,0,Ansari,0.905,Bengaluru Urban,OBC,GREEN
5.8,0.306,30.9,4.4,0.294,10,2,0,Sharma,0.844,Bastar,ST,YELLOW
3.6,0.523,63.9,5.0,0.487,9,4,0,Banerjee,0.687,Pune,OBC,GREEN
12.3,0.478,63.2,4.2,0.432,14,4,0,Iyer,0.768,Hyderabad,ST,YELLOW
0.8,0.666,74.1,8.6,0.789,7,4,0,Meena,0.674,Mewat,ST,GREEN
3.4,0.432,55.3,4.5,0.538,3,4,0,Sharma,0.609,Mewat,OBC,YELLOW
2.2,0.695,58.8,6.5,0.737,10,4,0,Gupta,0.789,Bengaluru Urban,OBC,GREEN
1.7,0.642,78.5,7.2,0.758,6,4,8,Meena,0.813,Pune,General,GREEN
5.0,0.853,89.8,9.4,0.955,5,4,0,Kumar,0.582,Bengaluru Urban,OBC,GREEN
2.2,0.379,47.4,6.2,0.462,6,3,14,Menon,0.76,Gaya,SC,RED
4.6,0.772,86.2,8.2,0.76,4,1,0,Das,0.925,Bengaluru Urban,General,GREEN
3.1,0.67,68.3,7.1,0.73,6,2,0,Das,0.937,Mumbai Suburban,ST,GREEN
3.0,0.694,78.3,6.4,0.727,5,4,12,Deshmukh,0.423,Bastar,General,GREEN
1.5,0.677,72.4,7.0,0.706,9,2,0,Iyer,0.907,Mumbai Suburban,OBC,GREEN
16.3,0.614,51.4,4.6,0.549,11,3,0,Gupta,0.495,Pune,ST,GREEN
1.0,0.287,49.3,1.5,0.326,3,3,0,Meena,0.379,Bengaluru Urban,OBC,RED
2.2,0.887,87.6,8.5,0.935,5,2,0,Sharma,0.496,Pune,OBC,GREEN
7.4,0.245,52.3,3.8,0.447,4,4,36,Ansari,0.8,Hyderabad,General,YELLOW
2.7,0.665,65.9,7.4,0.715,3,4,12,Singh,0.797,Kalahandi,SC,GREEN
4.4,0.771,73.0,5.7,0.733,4,3,4,Gupta,0.441,Pune,OBC,GREEN
7.3,0.44,46.7,1.6,0.381,9,4,0,Gupta,0.692,Mumbai Suburban,SC,GREEN
3.3,0.601,60.5,9.6,0.699,6,3,2,Khan,0.648,Mewat,SC,GREEN
3.7,0.317,31.6,7.0,0.482,6,4,6,Banerjee,0.542,Pune,OBC,GREEN
5.8,0.686,65.5,8.3,0.654,4,4,0,Kumar,0.839,Bengaluru Urban,SC,GREEN
5.1,0.906,89.3,7.5,0.902,5,1,0,Gupta,0.732,Kalahandi,OBC,GREEN
1.6,0.75,100.0,8.5,0.807,5,4,8,Ansari,0.345,Bengaluru Urban,ST,GREEN
11.2,0.617,83.3,3.1,0.601,10,4,0,Paswan,0.477,Pune,ST,GREEN
0.4,0.126,9.7,2.4,0.112,4,3,0,Gupta,0.823,Kalahandi,OBC,RED
2.7,0.806,69.8,6.0,0.729,4,3,0,Khan,0.916,Gaya,SC,GREEN
6.4,0.684,60.7,3.6,0.549,4,2,6,Banerjee,0.508,Bastar,OBC,GREEN
1.0,0.352,57.3,4.4,0.375,5,4,0,Munda,0.829,Hyderabad,SC,GREEN
0.3,0.63,73.3,7.3,0.719,6,4,0,Sharma,0.91,Kalahandi,General,GREEN
7.1,0.402,49.1,3.2,0.375,3,4,0,Deshmukh,0.368,Bengaluru Urban,OBC,RED
5.0,0.666,61.9,9.4,0.786,3,4,0,Sharma,0.743,Mewat,General,GREEN
1.7,0.552,69.3,5.9,0.612,8,3,0,Patil,0.833,Bengaluru Urban,ST,GREEN
3.4,0.447,75.3,6.5,0.636,7,2,36,Meena,0.673,Hyderabad,OBC,GREEN
1.8,0.713,74.9,6.5,0.656,7,4,0,Menon,0.623,Mumbai Suburban,SC,GREEN
8.0,0.363,16.6,6.1,0.35,5,3,0,Munda,0.825,Kalahandi,General,RED
6.5,0.347,32.5,6.8,0.428,7,4,7,Iyer,0.852,Mewat,OBC,YELLOW
4.1,0.64,69.6,6.5,0.705,7,3,0,Paswan,0.531,Mumbai Suburban,General,GREEN
5.8,0.861,79.6,9.2,0.943,7,2,0,Munda,0.925,Mewat,SC,GREEN
4.6,0.874,95.0,8.2,0.841,4,4,0,Meena,0.821,Gaya,OBC,GREEN
1.1,0.617,55.8,6.3,0.656,6,4,0,Gupta,0.872,Kalahandi,OBC,GREEN
0.4,0.928,86.0,10.0,0.821,4,2,0,Iyer,0.781,Bastar,OBC,GREEN
6.5,0.765,65.0,8.4,0.692,15,1,0,Banerjee,0.675,Mewat,OBC,GREEN
8.0,0.736,86.4,5.3,0.662,12,4,0,Sharma,0.991,Mumbai Suburban,General,GREEN
1.8,0.755,66.9,4.3,0.55,7,2,0,Paswan,0.486,Bengaluru Urban,SC,GREEN
13.5,0.443,49.9,4.8,0.395,7,4,12,Gupta,0.924,Gaya,OBC,YELLOW
3.9,0.723,57.0,7.6,0.705,4,2,0,Singh,0.619,Hyderabad,General,GREEN
0.2,0.645,54.2,5.1,0.555,4,2,0,Patil,0.808,Kalahandi,General,GREEN
5.9,0.63,79.6,4.2,0.634,4,2,0,Verma,0.816,Pune,General,GREEN
18.3,0.318,57.6,0.5,0.349,10,4,36,Sharma,0.545,Mewat,OBC,RED
3.1,0.869,98.6,10.0,0.965,3,4,0,Yadav,0.743,Hyderabad,OBC,GREEN
4.6,0.689,68.3,5.7,0.68,8,2,0,Das,0.486,Kalahandi,SC,GREEN
13.5,0.656,54.3,4.4,0.543,8,2,0,Iyer,0.975,Kalahandi,OBC,GREEN
0.2,0.674,74.4,8.8,0.707,4,4,0,Sharma,0.751,Mumbai Suburban,OBC,GREEN
0.5,0.645,66.1,9.2,0.795,3,3,0,Das,0.546,Bastar,General,GREEN
3.9,0.59,64.2,6.7,0.605,3,4,0,Yadav,0.8,Mumbai Suburban,SC,GREEN
1.9,0.577,65.7,6.7,0.588,5,2,0,Yadav,0.627,Hyderabad,General,GREEN
3.9,0.713,56.8,9.1,0.721,8,2,0,Deshmukh,0.823,Bastar,OBC,GREEN
1.4,0.743,95.0,8.8,0.812,3,3,0,Iyer,0.788,Gaya,ST,GREEN
10.6,0.19,35.2,1.8,0.22,7,3,0,Deshmukh,0.498,Bastar,OBC,RED
6.2,0.424,34.3,2.4,0.353,12,3,0,Paswan,0.78,Mewat,General,RED
5.6,0.71,77.1,3.5,0.628,7,4,0,Ansari,0.808,Pune,General,GREEN
3.2,0.545,53.5,7.2,0.555,3,4,0,Patil,0.796,Pune,SC,GREEN
2.8,0.521,63.5,5.4,0.541,5,3,0,Kumar,0.906,Hyderabad,General,GREEN
0.9,0.257,19.9,1.9,0.269,7,2,0,Patil,0.77,Bastar,General,YELLOW
11.1,0.581,44.3,6.3,0.576,4,3,0,Sharma,0.474,Hyderabad,SC,GREEN
5.4,0.842,80.0,7.5,0.901,3,3,0,Menon,0.657,Mumbai Suburban,General,GREEN
2.3,0.589,77.2,6.3,0.723,7,3,0,Menon,0.824,Mumbai Suburban,OBC,GREEN
6.8,0.45,37.8,4.6,0.487,6,1,0,Khan,0.798,Bastar,General,GREEN
6.7,0.555,53.2,5.6,0.48,4,3,0,Menon,0.472,Mewat,General,YELLOW
5.2,0.698,76.5,8.0,0.793,6,4,4,Meena,0.608,Kalahandi,ST,GREEN
12.9,0.516,74.0,7.0,0.649,5,3,25,Banerjee,0.799,Hyderabad,General,GREEN
9.2,0.186,22.7,1.8,0.17,5,4,3,Menon,0.842,Mumbai Suburban,SC,YELLOW
6.4,0.569,35.2,4.1,0.452,3,4,0,Iyer,0.438,Mewat,ST,YELLOW
2.7,0.743,79.3,9.2,0.866,12,4,10,Patil,0.801,Pune,OBC,GREEN
2.5,0.812,64.8,7.9,0.775,7,3,0,Sharma,0.671,Bengaluru Urban,General,GREEN
9.1,0.669,52.9,5.9,0.552,11,3,1,Sharma,0.691,Bastar,General,YELLOW
10.3,0.402,48.9,5.7,0.524,4,3,15,Iyer,0.403,Mewat,General,RED
19.8,0.456,51.0,4.0,0.423,6,3,0,Sharma,0.602,Bengaluru Urban,General,GREEN
3.7,0.759,93.7,7.4,0.823,3,3,0,Das,0.739,Hyderabad,SC,GREEN
3.8,0.416,41.3,6.5,0.478,7,3,3,Sharma,0.599,Bastar,SC,YELLOW
0.8,0.542,50.4,4.9,0.501,9,3,0,Paswan,0.839,Bengaluru Urban,OBC,GREEN
12.8,0.522,69.2,6.2,0.65,9,4,0,Ansari,0.512,Pune,General,GREEN
5.1,0.68,85.5,7.9,0.723,5,3,4,Iyer,0.808,Bastar,SC,GREEN
13.4,0.955,95.0,9.4,1.0,8,2,0,Ansari,0.849,Mewat,OBC,GREEN
0.7,0.255,37.8,3.3,0.23,3,3,8,Paswan,0.854,Mumbai Suburban,SC,YELLOW
3.1,0.391,49.0,3.5,0.38,7,4,13,Gupta,0.882,Bengaluru Urban,OBC,RED
2.9,0.364,24.5,5.1,0.392,6,4,0,Meena,0.839,Bastar,OBC,RED
6.8,0.859,78.0,10.0,0.909,3,2,0,Kumar,0.735,Pune,General,GREEN
4.9,0.74,69.5,9.4,0.787,3,4,0,Singh,0.588,Mewat,OBC,GREEN
5.6,0.782,70.0,8.9,0.788,6,3,0,Sharma,0.529,Mumbai Suburban,OBC,GREEN
1.9,0.351,36.7,1.0,0.293,3,3,0,Kumar,0.768,Bengaluru Urban,OBC,YELLOW
5.0,0.891,81.3,10.0,0.89,6,1,1,Gupta,0.605,Bastar,SC,GREEN
